NOME,PRODUTTORE,ANNO,PROVENIENZA,ACQUISTO,VENDITA,Q.tà,MAGAZZINO
BRUNELLO DI MONTALCINO,Col D'Orcia,2007,TOSCANA,"€14,00","€18,20",0,"€0,00"
BRUNELLO DI MONTALCINO,San Polo,2008,TOSCANA,"€16,00","€20,80",0,"€0,00"
BRUNELLO DI MONTALCINO,Il Poggione,2009,TOSCANA,"€18,50","€24,05",0,"€0,00"
BRUNELLO DI MONTALCINO,Il Poggione,2010,TOSCANA,"€24,00","€31,20",0,"€0,00"
BRUNELLO DI MONTALCINO,Nardi,2010,TOSCANA,"€16,00","€20,80",0,"€0,00"
BRUNELLO DI MONTALCINO,Caparzo,2011,TOSCANA,"€18,50","€24,05",0,"€0,00"
BRUNELLO DI MONTALCINO,Casanova Di Neri,2011,TOSCANA,"€23,00","€29,90",0,"€0,00"
BRUNELLO DI MONTALCINO,Fanti,2011,TOSCANA,"€18,90","€24,57",0,"€0,00"
BRUNELLO DI MONTALCINO,Le Chiuse,2011,TOSCANA,"€29,00","€37,70",0,"€0,00"
BRUNELLO DI MONTALCINO,Le Ragnaie,2011,TOSCANA,"€26,50","€34,45",0,"€0,00"
BRUNELLO DI MONTALCINO,Talenti,2011,TOSCANA,"€23,00","€29,90",0,"€0,00"
BRUNELLO DI MONTALCINO,Casanova Di Neri,2012,TOSCANA,"€25,00","€32,50",0,"€0,00"
BRUNELLO DI MONTALCINO,San Filippo,2012,TOSCANA,"€34,00","€44,20",0,"€0,00"
BRUNELLO DI MONTALCINO,La Fiorita,2013,TOSCANA,"€24,50","€31,85",0,"€0,00"
BRUNELLO DI MONTALCINO,Romitorio,2013,TOSCANA,"€28,00","€36,40",0,"€0,00"
BRUNELLO DI MONTALCINO,Angelini,2014,TOSCANA,"€16,00","€20,80",0,"€0,00"
BRUNELLO DI MONTALCINO,Mastroianni,2014,TOSCANA,"€30,00","€39,00",0,"€0,00"
BRUNELLO DI MONTALCINO,Ugolforte,2014,TOSCANA,"€19,00","€24,70",0,"€0,00"
BRUNELLO DI MONTALCINO,Angelini,2015,TOSCANA,"€16,00","€20,80",0,"€0,00"
BRUNELLO DI MONTALCINO,Casanova Di Neri,2015,TOSCANA,"€27,50","€35,75",0,"€0,00"
BRUNELLO DI MONTALCINO,Mastroianni,2015,TOSCANA,"€34,00","€44,20",0,"€0,00"
BRUNELLO DI MONTALCINO,Nardi,2015,TOSCANA,"€18,00","€23,40",0,"€0,00"
BRUNELLO DI MONTALCINO,Pacenti Siro,2015,TOSCANA,"€28,00","€36,40",0,"€0,00"
BRUNELLO DI MONTALCINO,Poggio Di Sotto,2015,TOSCANA,"€85,00","€110,50",0,"€0,00"
BRUNELLO DI MONTALCINO,Soldera,2015,TOSCANA,"€270,00","€351,00",0,"€0,00"
BRUNELLO DI MONTALCINO,Ugolforte,2015,TOSCANA,"€19,50","€25,35",0,"€0,00"
BRUNELLO DI MONTALCINO,Angelini,2016,TOSCANA,"€17,10","€22,23",0,"€0,00"
BRUNELLO DI MONTALCINO,Banfi,2016,TOSCANA,"€18,00","€23,40",0,"€0,00"
BRUNELLO DI MONTALCINO,Caparzo,2016,TOSCANA,"€16,50","€21,45",0,"€0,00"
BRUNELLO DI MONTALCINO,Casanova Di Neri,2016,TOSCANA,"€35,00","€45,50",0,"€0,00"
BRUNELLO DI MONTALCINO,Casisano,2016,TOSCANA,"€23,00","€29,90",0,"€0,00"
BRUNELLO DI MONTALCINO,Mastroianni,2016,TOSCANA,"€35,00","€45,50",0,"€0,00"
BRUNELLO DI MONTALCINO,Pacenti Siro,2016,TOSCANA,"€29,00","€37,70",0,"€0,00"
BRUNELLO DI MONTALCINO,Poggio Di Sotto,2016,TOSCANA,"€90,00","€117,00",1,"€90,00"
BRUNELLO DI MONTALCINO,Ugolforte,2016,TOSCANA,"€19,50","€25,35",0,"€0,00"
BRUNELLO DI MONTALCINO,Col D'Orcia,2017,TOSCANA,"€19,00","€24,70",0,"€0,00"
BRUNELLO DI MONTALCINO,Le Ragnaie,2017,TOSCANA,"€32,00","€41,60",0,"€0,00"
BRUNELLO DI MONTALCINO,Banfi,2018,TOSCANA,"€19,00","€24,70",0,"€0,00"
BRUNELLO DI MONTALCINO,La Fortuna,2018,TOSCANA,"€22,00","€28,60",0,"€0,00"
BRUNELLO DI MONTALCINO,Le Ragnaie,2018,TOSCANA,"€35,00","€45,50",6,"€210,00"
BRUNELLO DI MONTALCINO,Soldera,2018,TOSCANA,"€270,00","€351,00",0,"€0,00"
BRUNELLO DI MONTALCINO,Banfi,2019,TOSCANA,"€20,50","€26,65",0,"€0,00"
BRUNELLO DI MONTALCINO,Capanna,2019,TOSCANA,"€27,00","€35,10",0,"€0,00"
BRUNELLO DI MONTALCINO,Casanova Di Neri,2019,TOSCANA,"€33,00","€42,90",6,"€198,00"
BRUNELLO DI MONTALCINO,Le Ragnaie,2019,TOSCANA,"€39,00","€50,70",6,"€234,00"
BRUNELLO DI MONTALCINO,Soldera,2019,TOSCANA,"€270,00","€351,00",1,"€270,00"
BRUNELLO DI MONTALCINO,Angelini,2020,TOSCANA,"€18,50","€24,05",24,"€444,00"
BRUNELLO DI MONTALCINO,Banfi,2020,TOSCANA,"€20,00","€26,00",42,"€840,00"
BRUNELLO DI MONTALCINO,Frescobaldi,2020,TOSCANA,"€24,50","€31,85",6,"€147,00"
BRUNELLO DI MONTALCINO,Soldera,2020,TOSCANA,"€270,00","€351,00",0,"€0,00"
BRUNELLO DI MONTALCINO,Soldera,2021,TOSCANA,"€270,00","€351,00",10,"€2.700,00"
BRUNELLO DI MONTALCINO,Col D'Orcia,1999,TOSCANA,"€60,00","€78,00",0,"€0,00"
BRUNELLO DI MONTALCINO,Marroneto,2008,TOSCANA,"€29,00","€37,70",0,"€0,00"
BRUNELLO DI MONTALCINO,Marroneto,2009,TOSCANA,"€29,00","€37,70",0,"€0,00"
BRUNELLO DI MONTALCINO,Cerbaiona,2011,TOSCANA,"€84,00","€109,20",0,"€0,00"
BRUNELLO DI MONTALCINO,Fuligni Eredi,2011,TOSCANA,"€31,00","€40,30",0,"€0,00"
BRUNELLO DI MONTALCINO,Marroneto,2011,TOSCANA,"€30,50","€39,65",0,"€0,00"
BRUNELLO DI MONTALCINO,Le Macioche,2012,TOSCANA,"€49,00","€63,70",0,"€0,00"
BRUNELLO DI MONTALCINO,Marroneto,2012,TOSCANA,"€35,50","€46,15",0,"€0,00"
BRUNELLO DI MONTALCINO,Frescobaldi,2015,TOSCANA,"€22,00","€28,60",0,"€0,00"
BRUNELLO DI MONTALCINO,Le Chiuse,2015,TOSCANA,"€38,50","€50,05",0,"€0,00"
BRUNELLO DI MONTALCINO,Marroneto,2015,TOSCANA,"€51,00","€66,30",0,"€0,00"
BRUNELLO DI MONTALCINO,Poggio Salvi,2015,TOSCANA,"€18,00","€23,40",0,"€0,00"
BRUNELLO DI MONTALCINO,Canalicchio Di Sopra,2016,TOSCANA,"€52,00","€67,60",0,"€0,00"
BRUNELLO DI MONTALCINO,Fuligni Eredi,2016,TOSCANA,"€45,00","€58,50",0,"€0,00"
BRUNELLO DI MONTALCINO,La Rasina,2016,TOSCANA,"€26,00","€33,80",0,"€0,00"
BRUNELLO DI MONTALCINO,Le Chiuse,2016,TOSCANA,"€50,00","€65,00",3,"€150,00"
BRUNELLO DI MONTALCINO,Marroneto,2016,TOSCANA,"€55,00","€71,50",3,"€165,00"
BRUNELLO DI MONTALCINO,Nardi,2016,TOSCANA,"€22,40","€29,12",0,"€0,00"
BRUNELLO DI MONTALCINO,Pietroso,2016,TOSCANA,"€30,00","€39,00",0,"€0,00"
BRUNELLO DI MONTALCINO,Poggio Landi,2016,TOSCANA,"€23,00","€29,90",6,"€138,00"
BRUNELLO DI MONTALCINO,Solaria,2016,TOSCANA,"€22,50","€29,25",0,"€0,00"
BRUNELLO DI MONTALCINO,Uccelliera,2016,TOSCANA,"€40,20","€52,26",0,"€0,00"
BRUNELLO DI MONTALCINO,Canalicchio Di Sopra,2017,TOSCANA,"€31,50","€40,95",0,"€0,00"
BRUNELLO DI MONTALCINO,Fuligni Eredi,2017,TOSCANA,"€45,00","€58,50",0,"€0,00"
BRUNELLO DI MONTALCINO,La Gerla,2017,TOSCANA,"€22,00","€28,60",0,"€0,00"
BRUNELLO DI MONTALCINO,Le Chiuse,2017,TOSCANA,"€40,00","€52,00",0,"€0,00"
BRUNELLO DI MONTALCINO,Marroneto,2017,TOSCANA,"€62,00","€80,60",0,"€0,00"
BRUNELLO DI MONTALCINO,Canalicchio Di Sopra,2018,TOSCANA,"€36,00","€46,80",0,"€0,00"
BRUNELLO DI MONTALCINO,Caparzo,2018,TOSCANA,"€18,90","€24,57",0,"€0,00"
BRUNELLO DI MONTALCINO,Fuligni Eredi,2018,TOSCANA,"€47,00","€61,10",6,"€282,00"
BRUNELLO DI MONTALCINO,Le Chiuse,2018,TOSCANA,"€45,00","€58,50",0,"€0,00"
BRUNELLO DI MONTALCINO,Marroneto,2018,TOSCANA,"€63,50","€82,55",0,"€0,00"
BRUNELLO DI MONTALCINO,Pietroso,2018,TOSCANA,"€33,00","€42,90",0,"€0,00"
BRUNELLO DI MONTALCINO,Caparzo,2019,TOSCANA,"€19,50","€25,35",54,"€1.053,00"
BRUNELLO DI MONTALCINO,Il Cocco,2019,TOSCANA,"€23,00","€29,90",0,"€0,00"
BRUNELLO DI MONTALCINO,La Fornacina,2019,TOSCANA,"€23,00","€29,90",0,"€0,00"
BRUNELLO DI MONTALCINO,La Rasina,2019,TOSCANA,"€28,50","€37,05",6,"€171,00"
BRUNELLO DI MONTALCINO,Marroneto,2019,TOSCANA,"€72,50","€94,25",4,"€290,00"
BRUNELLO DI MONTALCINO,Nardi,2019,TOSCANA,"€22,00","€28,60",6,"€132,00"
BRUNELLO DI MONTALCINO,Pietroso,2019,TOSCANA,"€36,00","€46,80",12,"€432,00"
BRUNELLO DI MONTALCINO,San Guglielmo,2019,TOSCANA,"€31,00","€40,30",0,"€0,00"
BRUNELLO DI MONTALCINO,Fuligni Eredi,2020,TOSCANA,"€50,00","€65,00",6,"€300,00"
BRUNELLO DI MONTALCINO,Marroneto,2020,TOSCANA,"€77,50","€100,75",0,"€0,00"
BRUNELLO DI MONTALCINO,Brizio,2021,TOSCANA,"€30,00","€39,00",24,"€720,00"
BRUNELLO DI MONTALCINO,Uccelliera,2021,TOSCANA,"€43,50","€56,55",0,"€0,00"
BRUNELLO DI MONTALCINO,Il Poggione,2011,TOSCANA,"€22,00","€28,60",0,"€0,00"
BRUNELLO DI MONTALCINO,Altesino,1999,TOSCANA,"€20,00","€26,00",0,"€0,00"
BRUNELLO DI MONTALCINO,La Poderina,2011,TOSCANA,"€14,50","€18,85",0,"€0,00"
BRUNELLO DI MONTALCINO,Lisini,1998,TOSCANA,"€20,00","€26,00",0,"€0,00"
BRUNELLO DI MONTALCINO,Salicutti,1998,TOSCANA,"€23,00","€29,90",0,"€0,00"
BRUNELLO DI MONTALCINO,Ruffino,1999,TOSCANA,"€19,00","€24,70",0,"€0,00"
BRUNELLO DI MONTALCINO,Uccelliera,2014,TOSCANA,"€30,30","€39,39",0,"€0,00"
BRUNELLO DI MONTALCINO ',Col Di Lamo,,TOSCANA,"€33,00","€42,90",18,"€594,00"
BRUNELLO DI MONTALCINO ',Col D'Orcia,2008,TOSCANA,"€59,00","€76,70",0,"€0,00"
BRUNELLO DI MONTALCINO ',Marroneto,2013,TOSCANA,"€42,00","€54,60",0,"€0,00"
"BRUNELLO DI MONTALCINO "" VENTO"" MG.",Col D'Orcia,2008,TOSCANA,"€65,00","€84,50",0,"€0,00"
BRUNELLO DI MONTALCINO 0.375,Caparzo,,TOSCANA,"€9,80","€12,74",0,"€0,00"
BRUNELLO DI MONTALCINO 07,Cinelli Colombini,,TOSCANA,"€16,50","€21,45",0,"€0,00"
BRUNELLO DI MONTALCINO 12,Piancornello,,TOSCANA,"€26,00","€33,80",0,"€0,00"
BRUNELLO DI MONTALCINO A DILETTA,Col Di Lamo,,TOSCANA,"€58,00","€75,40",0,"€0,00"
BRUNELLO DI MONTALCINO ALTERO,Poggio Antico,,TOSCANA,"€33,00","€42,90",0,"€0,00"
BRUNELLO DI MONTALCINO CASTELG.,Frescobaldi,2014,TOSCANA,"€22,00","€28,60",0,"€0,00"
BRUNELLO DI MONTALCINO CILIEGIO,La Magia,,TOSCANA,"€60,00","€78,00",0,"€0,00"
BRUNELLO DI MONTALCINO GRANDE,Angelini,,TOSCANA,"€56,34","€73,24",0,"€0,00"
BRUNELLO DI MONTALCINO JEROBOAM,Il Poggione,,TOSCANA,"€113,00","€146,90",0,"€0,00"
BRUNELLO DI MONTALCINO LA CASA,Caparzo,,TOSCANA,"€33,50","€43,55",12,"€402,00"
BRUNELLO DI MONTALCINO LA CASA,Caparzo,2016,TOSCANA,"€28,00","€36,40",0,"€0,00"
BRUNELLO DI MONTALCINO LAGO,Angelini,2016,TOSCANA,"€33,00","€42,90",0,"€0,00"
BRUNELLO DI MONTALCINO LE RIPE,Frescobaldi,2015,TOSCANA,"€55,00","€71,50",0,"€0,00"
BRUNELLO DI MONTALCINO LUCE,Frescobaldi,2017,TOSCANA,"€65,00","€84,50",3,"€195,00"
BRUNELLO DI MONTALCINO MADONNA RIS.04,Val Di Cava,,TOSCANA,"€59,00","€76,70",0,"€0,00"
BRUNELLO DI MONTALCINO MAGNUM,Il Poggione,,TOSCANA,"€59,00","€76,70",0,"€0,00"
BRUNELLO DI MONTALCINO MAGNUM,Soldera,2020,TOSCANA,"€540,00","€702,00",1,"€540,00"
BRUNELLO DI MONTALCINO MAGNUM,Soldera,2021,TOSCANA,"€540,00","€702,00",3,"€1.620,00"
BRUNELLO DI MONTALCINO MAGNUM,Ugolforte,,TOSCANA,"€42,50","€55,25",0,"€0,00"
BRUNELLO DI MONTALCINO MAGNUM,La Gerla,2016,TOSCANA,"€54,30","€70,59",0,"€0,00"
BRUNELLO DI MONTALCINO MAGNUM,Col D'Orcia,2008,TOSCANA,"€120,00","€156,00",0,"€0,00"
BRUNELLO DI MONTALCINO MANACHIARA,Nardi,,TOSCANA,"€34,00","€44,20",0,"€0,00"
BRUNELLO DI MONTALCINO MARRUCHETO,Banfi,,TOSCANA,"€32,00","€41,60",0,"€0,00"
BRUNELLO DI MONTALCINO MDG,Marroneto,2009,TOSCANA,"€38,50","€50,05",0,"€0,00"
BRUNELLO DI MONTALCINO MDG,Marroneto,2012,TOSCANA,"€82,00","€106,60",0,"€0,00"
BRUNELLO DI MONTALCINO MDG,Marroneto,2019,TOSCANA,"€250,00","€325,00",1,"€250,00"
BRUNELLO DI MONTALCINO MEZZE,Il Poggione,,TOSCANA,"€7,70","€10,01",0,"€0,00"
BRUNELLO DI MONTALCINO MG,Casanova Di Neri,2004,TOSCANA,"€60,00","€78,00",0,"€0,00"
BRUNELLO DI MONTALCINO MONTOSOLI,Le Ragnaie,2017,TOSCANA,"€70,00","€91,00",1,"€70,00"
BRUNELLO DI MONTALCINO PERSANTE,La Rasina,,TOSCANA,"€32,50","€42,25",0,"€0,00"
BRUNELLO DI MONTALCINO PIAN DELL,Antinori,,TOSCANA,"€28,20","€36,66",0,"€0,00"
BRUNELLO DI MONTALCINO PIANROSSO,Ciacci Piccolomini,2016,TOSCANA,"€59,00","€76,70",0,"€0,00"
BRUNELLO DI MONTALCINO POGGIO ALL'ORO,Banfi,1999,TOSCANA,"€40,00","€52,00",0,"€0,00"
BRUNELLO DI MONTALCINO POGGIO BANALE,La Poderina,,TOSCANA,"€30,00","€39,00",0,"€0,00"
BRUNELLO DI MONTALCINO POGGIO C.,Tiezzi,,TOSCANA,"€21,00","€27,30",0,"€0,00"
BRUNELLO DI MONTALCINO POGGIO MAGNUM,Col D'Orcia,2006,TOSCANA,"€96,00","€124,80",1,"€96,00"
BRUNELLO DI MONTALCINO POGGIO REALE,Spalletti Toscano,,TOSCANA,"€13,20","€17,16",0,"€0,00"
BRUNELLO DI MONTALCINO RANNIVERR.,Romitorio,2006,TOSCANA,"€60,00","€78,00",0,"€0,00"
BRUNELLO DI MONTALCINO RIPE,Frescobaldi,2013,TOSCANA,"€55,00","€71,50",0,"€0,00"
BRUNELLO DI MONTALCINO RIS,Citille,,TOSCANA,"€38,00","€49,40",0,"€0,00"
BRUNELLO DI MONTALCINO RIS,Le Chiuse,,TOSCANA,"€56,00","€72,80",0,"€0,00"
BRUNELLO DI MONTALCINO RIS,Le Ragnaie,,TOSCANA,"€25,00","€32,50",0,"€0,00"
BRUNELLO DI MONTALCINO RIS,La Fiorita,2012,TOSCANA,"€39,50","€51,35",0,"€0,00"
BRUNELLO DI MONTALCINO RIS,Pietroso,2015,TOSCANA,"€60,00","€78,00",0,"€0,00"
BRUNELLO DI MONTALCINO RIS,La Poderina,2010,TOSCANA,"€28,00","€36,40",0,"€0,00"
BRUNELLO DI MONTALCINO RIS 02,Col D'Orcia,,TOSCANA,"€20,00","€26,00",0,"€0,00"
BRUNELLO DI MONTALCINO RIS.,Ruffino,2001,TOSCANA,"€24,00","€31,20",0,"€0,00"
BRUNELLO DI MONTALCINO RIS.,San Polo,2006,TOSCANA,"€15,00","€19,50",0,"€0,00"
BRUNELLO DI MONTALCINO RIS.,Uccelliera,2008,TOSCANA,"€46,00","€59,80",0,"€0,00"
BRUNELLO DI MONTALCINO RIS.,Il Poggione,2010,TOSCANA,"€49,50","€64,35",0,"€0,00"
BRUNELLO DI MONTALCINO RIS.,Biondi-Santi,2001,TOSCANA,"€130,00","€169,00",0,"€0,00"
BRUNELLO DI MONTALCINO RIS.,Ferrero,2010,TOSCANA,"€41,00","€53,30",0,"€0,00"
BRUNELLO DI MONTALCINO RIS.,Biondi-Santi,1999,TOSCANA,"€130,00","€169,00",0,"€0,00"
BRUNELLO DI MONTALCINO RIS.04,Biondi-Santi,,TOSCANA,"€135,00","€175,50",0,"€0,00"
BRUNELLO DI MONTALCINO RIS.12,Fuligni Eredi,,TOSCANA,"€80,00","€104,00",0,"€0,00"
BRUNELLO DI MONTALCINO RISERVA,Capanna,2004,TOSCANA,"€20,00","€26,00",0,"€0,00"
BRUNELLO DI MONTALCINO RISERVA,Poggio Di Sotto,2019,TOSCANA,"€125,00","€162,50",3,"€375,00"
BRUNELLO DI MONTALCINO RISERVA,Brizio,,TOSCANA,"€35,50","€46,15",0,"€0,00"
BRUNELLO DI MONTALCINO RISERVA,Casisano,,TOSCANA,"€46,50","€60,45",0,"€0,00"
BRUNELLO DI MONTALCINO RISERVA,Poggio Landi,,TOSCANA,"€35,00","€45,50",0,"€0,00"
BRUNELLO DI MONTALCINO RISERVA,San Filippo,,TOSCANA,"€58,00","€75,40",5,"€290,00"
BRUNELLO DI MONTALCINO RISERVA,Marroneto,2005,TOSCANA,"€28,00","€36,40",0,"€0,00"
BRUNELLO DI MONTALCINO RISERVA,Solaria,2006,TOSCANA,"€22,50","€29,25",0,"€0,00"
BRUNELLO DI MONTALCINO RISERVA,Le Chiuse,2007,TOSCANA,"€56,00","€72,80",0,"€0,00"
BRUNELLO DI MONTALCINO RISERVA,La Fortuna,2016,TOSCANA,"€50,00","€65,00",6,"€300,00"
BRUNELLO DI MONTALCINO RISERVA,Fuligni Eredi,2016,TOSCANA,"€90,00","€117,00",2,"€180,00"
BRUNELLO DI MONTALCINO S. RESTITUITA,Gaja,2004,TOSCANA,"€62,00","€80,60",0,"€0,00"
BRUNELLO DI MONTALCINO SCHIENA D'ASINO,Mastroianni,,TOSCANA,"€95,00","€123,50",0,"€0,00"
BRUNELLO DI MONTALCINO SPUNTALI,Angelini,2015,TOSCANA,"€32,00","€41,60",0,"€0,00"
BRUNELLO DI MONTALCINO SPUNTALI,Angelini,2016,TOSCANA,"€45,00","€58,50",0,"€0,00"
BRUNELLO DI MONTALCINO T.N,Casanova Di Neri,2015,TOSCANA,"€58,00","€75,40",0,"€0,00"
BRUNELLO DI MONTALCINO T.N.,Casanova Di Neri,2016,TOSCANA,"€75,00","€97,50",0,"€0,00"
BRUNELLO DI MONTALCINO T.NUOVA,Casanova Di Neri,2007,TOSCANA,"€40,00","€52,00",0,"€0,00"
BRUNELLO DI MONTALCINO T.NUOVA,Casanova Di Neri,2011,TOSCANA,"€48,00","€62,40",0,"€0,00"
BRUNELLO DI MONTALCINO V.V,Pacenti Siro,2016,TOSCANA,"€60,00","€78,00",0,"€0,00"
BRUNELLO DI MONTALCINO V.V,Le Ragnaie,2017,TOSCANA,"€70,00","€91,00",1,"€70,00"
BRUNELLO DI MONTALCINO V.V.,Pacenti Siro,2015,TOSCANA,"€58,00","€75,40",0,"€0,00"
BRUNELLO DI MONTALCINO VENTO,Col D'Orcia,2013,TOSCANA,"€59,00","€76,70",0,"€0,00"
"BRUNELLO DI MONTALCINO VENTO""",Col D'Orcia,2008,TOSCANA,"€60,00","€78,00",0,"€0,00"
BRUNELLO DI MONTALCINO VIGNA LORETO,Mastroianni,,TOSCANA,"€25,60","€33,28",0,"€0,00"
BRUNELLO DI MONTALCINO VIGNA SO.RIS,Tiezzi,,TOSCANA,"€35,00","€45,50",0,"€0,00"
BRUNELLO DI MONTALCINO VIGNA SOCC,Tiezzi,,TOSCANA,"€22,00","€28,60",0,"€0,00"
BRUNELLO DI MONTALCINO VIGNA SOCC,Tiezzi,,TOSCANA,"€25,00","€32,50",0,"€0,00"
BRUNELLO DI MONTALCINO VIGNA VECC,Le Ragnaie,2013,TOSCANA,"€65,00","€84,50",0,"€0,00"
BRUNELLO DI MONTALINO T.N.,Casanova Di Neri,2019,TOSCANA,"€66,00","€85,80",6,"€396,00"
BRUNELLO MAGNUM,Col D'Orcia,,TOSCANA,"€34,00","€44,20",0,"€0,00"
BRUNELLO MDG,Marroneto,2013,TOSCANA,"€105,00","€136,50",0,"€0,00"
BRUNELLO MDG,Marroneto,2016,TOSCANA,"€180,00","€234,00",0,"€0,00"
BRUNELLO MONTALCINO,Bellini,2001,TOSCANA,"€22,00","€28,60",0,"€0,00"
BRUNELLO MONTALCINO RIS.,Bellini,2001,TOSCANA,"€32,00","€41,60",0,"€0,00"
BRUNELLO PAM RISERVA,Banfi,2016,TOSCANA,"€48,00","€62,40",0,"€0,00"
BRUNELLO PININO,Il Borro,,TOSCANA,"€23,00","€29,90",24,"€552,00"
BRUNELLO POGGIO AL VENTO,Col D'Orcia,2012,TOSCANA,"€55,00","€71,50",0,"€0,00"
BRUNELLO POGGIO AL VENTO,Col D'Orcia,2013,TOSCANA,"€59,00","€76,70",0,"€0,00"
BRUNELLO POGGIO AL VENTO,Col D'Orcia,2010,TOSCANA,"€50,00","€65,00",0,"€0,00"
BRUNELLO POGGIO AL VENTO 01/06/15,Col D'Orcia,,TOSCANA,"€60,00","€78,00",0,"€0,00"
BRUNELLO POGGIO AL VENTO MAGNUM,Col D'Orcia,2013,TOSCANA,"€120,00","€156,00",0,"€0,00"
BRUNELLO POGGIO ALLE MURA RISERVA,Banfi,2010,TOSCANA,"€40,00","€52,00",0,"€0,00"
BRUNELLO POGGIO DORIA,Nardi,,TOSCANA,"€45,00","€58,50",0,"€0,00"
BRUNELLO RIS,Biondi-Santi,2011,TOSCANA,"€220,00","€286,00",0,"€0,00"
BRUNELLO RIS,Biondi-Santi,1995,TOSCANA,"€490,00","€637,00",0,"€0,00"
BRUNELLO RIS,Biondi-Santi,2006,TOSCANA,"€290,00","€377,00",0,"€0,00"
BRUNELLO RIS,Biondi-Santi,2012,TOSCANA,"€290,00","€377,00",0,"€0,00"
BRUNELLO RIS ANGELI 07,La Gerla,,TOSCANA,"€41,00","€53,30",0,"€0,00"
BRUNELLO RIS CERRETALTO,Casanova Di Neri,,TOSCANA,"€170,00","€221,00",0,"€0,00"
BRUNELLO RIS IL DIVASCO,La Rasina,2016,TOSCANA,"€60,00","€78,00",0,"€0,00"
BRUNELLO RISERVA,Poggio Di Sotto,2008,TOSCANA,"€89,60","€116,48",0,"€0,00"
BRUNELLO RISERVA,Col D'Orcia,2002,TOSCANA,"€48,00","€62,40",0,"€0,00"
BRUNELLO RISERVA,Cinelli Colombini,2006,TOSCANA,"€26,00","€33,80",0,"€0,00"
BRUNELLO RISERVA,Biondi-Santi,2013,TOSCANA,"€290,00","€377,00",0,"€0,00"
BRUNELLO RISERVA,Biondi-Santi,2015,TOSCANA,"€320,00","€416,00",1,"€320,00"
BRUNELLO RISERVA,Biondi-Santi,2016,TOSCANA,"€370,00","€481,00",1,"€370,00"
BRUNELLO RISERVA ANGELI,La Gerla,2016,TOSCANA,"€45,00","€58,50",0,"€0,00"
BRUNELLO RISERVA DIECI ANNI,Le Chiuse,2012,TOSCANA,"€92,00","€119,60",0,"€0,00"
BRUNELLO SELEZIONE POMONA,Poggio Salvi,2015,TOSCANA,"€35,00","€45,50",0,"€0,00"
BRUNELLO VENTO MAGNUM,Col D'Orcia,2012,TOSCANA,"€130,00","€169,00",1,"€130,00"
BRUNELLO VIGNA DEL FIORE,Barbi,,TOSCANA,"€32,00","€41,60",0,"€0,00"
BRUNELLO VIGNA FERROVIA,Antinori,2016,TOSCANA,"€65,00","€84,50",0,"€0,00"
BRUNELO DI MONTALCINO,Pian Delle Querci,2019,TOSCANA,"€17,00","€22,10",0,"€0,00"
BRUNO,Ceci,,EMILIA ROMAGNA,"€5,30","€6,89",0,"€0,00"
BRUNO ROCCA,Vecchie Terre Di Montefili,,TOSCANA,"€54,00","€70,20",1,"€54,00"
BRUT,Haderburg,,ALTO ADIGE,"€15,50","€20,15",42,"€651,00"
BRUT,Rechof,,ALTO ADIGE,"€15,00","€19,50",30,"€450,00"
BRUT,Billecart-Salmon,,CHAMPAGNE,"€25,50","€33,15",0,"€0,00"
BRUT,Doquet Pascal,,CHAMPAGNE,"€21,00","€27,30",0,"€0,00"
BRUT,Josef Perrier,,CHAMPAGNE,"€18,00","€23,40",0,"€0,00"
BRUT,Perrier Jouet,,CHAMPAGNE,"€43,00","€55,90",0,"€0,00"
BRUT,Ruinart,,CHAMPAGNE,"€29,00","€37,70",0,"€0,00"
BRUT,Thienot,,CHAMPAGNE,"€38,00","€49,40",0,"€0,00"
BRUT,Delamotte,,CHAMPAGNE,"€20,00","€26,00",0,"€0,00"
BRUT,Goulte-Ledru,,CHAMPAGNE,"€39,00","€50,70",0,"€0,00"
BRUT,Esse,,EMILIA ROMAGNA,"€5,00","€6,50",0,"€0,00"
BRUT,Ferrari&Perini,,EMILIA ROMAGNA,"€4,70","€6,11",0,"€0,00"
BRUT,Lantieri,,FRANCIACORTA,"€12,00","€15,60",0,"€0,00"
BRUT,Solouva,,FRANCIACORTA,"€12,80","€16,64",0,"€0,00"
BRUT,Abrami,,LOMBARDIA,"€12,00","€15,60",0,"€0,00"
BRUT,Caprari F.Lli,,LOMBARDIA,"€4,10","€5,33",0,"€0,00"
BRUT,Cenci,,LOMBARDIA,"€13,90","€18,07",0,"€0,00"
BRUT,Centinari,,LOMBARDIA,"€15,30","€19,89",0,"€0,00"
BRUT,Conteaura,,LOMBARDIA,"€9,50","€12,35",0,"€0,00"
BRUT,Cornaleto,,LOMBARDIA,"€7,35","€9,56",0,"€0,00"
BRUT,Due Gelsi,,LOMBARDIA,"€11,50","€14,95",0,"€0,00"
BRUT,Franciacorta,,LOMBARDIA,"€12,50","€16,25",0,"€0,00"
BRUT,Le Marchesine,,LOMBARDIA,"€10,70","€13,91",0,"€0,00"
BRUT,Majolini,,LOMBARDIA,"€9,00","€11,70",0,"€0,00"
BRUT,Martinelli,,LOMBARDIA,"€13,00","€16,90",0,"€0,00"
BRUT,Riva Di Franciacorta,,LOMBARDIA,"€8,50","€11,05",0,"€0,00"
BRUT,Santus,,LOMBARDIA,"€9,50","€12,35",0,"€0,00"
