NOME,PRODUTTORE,ACQUISTO,VENDITA,Q.tà,MAGAZZINO
WHISKEY 12y,Glenlivet,"€23,00","€29,90",0,"€0,00"
WHISKEY 12y BATCH #28,Springbank,"€55,00","€71,50",1,"€55,00"
WHISKEY 14y,Oban,"€45,00","€58,50",6,"€270,00"
WHISKEY 15y,Bruichladdich 15y,"€37,00","€48,10",0,"€0,00"
WHISKEY 15y,Caol Ila,"€67,00","€87,10",0,"€0,00"
WHISKEY 15y,Laphroaig,"€69,00","€89,70",0,"€0,00"
WHISKEY 15y,Springbank,"€70,00","€91,00",2,"€140,00"
WHISKEY 18y,Glenlivet,"€40,00","€52,00",0,"€0,00"
WHISKEY 1994 2 EDIZIONE,Bruichladdich,"€30,00","€39,00",0,"€0,00"
WHISKEY 21y,Oban,"€145,00","€188,50",0,"€0,00"
WHISKEY 21y,Springbank,"€242,00","€314,60",0,"€0,00"
WHISKEY 25y,Bowmore 25y,"€190,00","€247,00",0,"€0,00"
WHISKEY 25y,Brora 38y,"€1.300,00","€1.690,00",0,"€0,00"
WHISKEY 28y,Port Ellen,"€187,06","€243,18",0,"€0,00"
WHISKEY 29y,Pittyvaich,"€244,00","€317,20",0,"€0,00"
WHISKEY 7y,Ileach,"€21,00","€27,30",0,"€0,00"
WHISKEY 9y SINGLE BARREL,Bunnahabhain,"€41,00","€53,30",0,"€0,00"
WHISKEY BLACK LABEL,Walker,"€17,00","€22,10",0,"€0,00"
WHISKEY BLU CAPODANNO CINESE,Walker,"€190,00","€247,00",0,"€0,00"
WHISKEY BLU UMAMI SPECIAL ED.,Walker,"€255,00","€331,50",0,"€0,00"
WHISKEY BOURBON,Bulleit,"€13,00","€16,90",0,"€0,00"
WHISKEY BOURBON,Rebel Yell,"€19,50","€25,35",0,"€0,00"
WHISKEY CASK STRENGTH 10,Glendronach,"€61,00","€79,30",0,"€0,00"
WHISKEY CASK STRENGTH 9,Glendronach,"€62,00","€80,60",0,"€0,00"
WHISKEY DEW,Tullamore,"€13,00","€16,90",6,"€78,00"
WHISKEY DIAGEO,Auchroisk 30y,"€115,00","€149,50",0,"€0,00"
WHISKEY DIAGEO,Benrinnes 23y,"€118,00","€153,40",0,"€0,00"
WHISKEY DIAGEO,Caol Ila 30y,"€380,00","€494,00",0,"€0,00"
WHISKEY DIAGEO,Caol Ila 40y,"€830,00","€1.079,00",0,"€0,00"
WHISKEY DIAGEO,Clynelish 14y,"€30,95","€40,24",0,"€0,00"
WHISKEY DIAGEO,Glen Spey 21y,"€105,00","€136,50",0,"€0,00"
WHISKEY DIAGEO,Mannochmore 18y,"€78,00","€101,40",0,"€0,00"
WHISKEY DIAGEO,Port Dundas 20y,"€90,00","€117,00",0,"€0,00"
WHISKEY DIAGEO FL,Caol Ila Fl,"€48,00","€62,40",0,"€0,00"
WHISKEY DIAGEO LIMIT EDI 11,Caol Ila,"€500,00","€650,00",0,"€0,00"
WHISKEY DIAGEO LIMITE,Dalwhinnie 25y,"€230,00","€299,00",0,"€0,00"
WHISKEY DIAGEO LIMITED EDITION 40y,Cally The,"€800,00","€1.040,00",0,"€0,00"
WHISKEY DIAGEO MOSCATO,Caol Ila Cs Diageo '09,"€41,50","€53,95",0,"€0,00"
WHISKEY DM,Oban,"€46,00","€59,80",0,"€0,00"
WHISKEY DOPPIA MATURAZIONE,Glenkinchie,"€47,00","€61,10",0,"€0,00"
WHISKEY DOPPIA MATURAZIONE,Lagavulin '95,"€63,00","€81,90",0,"€0,00"
WHISKEY DOPPIA MATURAZIONE 2000,Caol Ila,"€46,34","€60,24",0,"€0,00"
WHISKEY FILTERED VELIER2002,Bowmore,"€64,00","€83,20",0,"€0,00"
WHISKEY GEORGE,Glenlivet 15y,"€46,50","€60,45",0,"€0,00"
WHISKEY GIAPPONE,Hibikih,"€47,00","€61,10",0,"€0,00"
WHISKEY GIAPPONESE,Toki,"€25,00","€32,50",0,"€0,00"
WHISKEY GREAT SHERRY,Glenlivet 1972,"€39,60","€51,48",0,"€0,00"
WHISKEY IRISH,Busker,"€17,00","€22,10",0,"€0,00"
WHISKEY IRLANDESE,Obrishs,"€19,00","€24,70",0,"€0,00"
WHISKEY L.E BOTTI MOSCATO,Caol Ila Distiller'S Ed.,"€44,00","€57,20",0,"€0,00"
WHISKEY LA SANTA,Glenmorangie,"€40,00","€52,00",0,"€0,00"
WHISKEY LAGAVULIN 17 D.M,Lagavulin,"€61,55","€80,02",0,"€0,00"
WHISKEY LIMITED EDIT. DIAGEO,Lagavulin,"€700,00","€910,00",0,"€0,00"
WHISKEY MEREGALLI,Jura '97,"€45,00","€58,50",0,"€0,00"
WHISKEY MEREGALLI,Mortlach 15y,"€63,00","€81,90",0,"€0,00"
WHISKEY MEREGALLI,Rosebank 1990,"€420,00","€546,00",0,"€0,00"
WHISKEY MEREGALLI '97,Royal Brackla,"€40,00","€52,00",0,"€0,00"
WHISKEY MEREGALLI '99,Caol Ila,"€50,00","€65,00",0,"€0,00"
WHISKEY MEREGALLI2004,Caol Ila,"€34,00","€44,20",0,"€0,00"
WHISKEY OLD RES. CASK MEREGALLI,Finlaggan,"€33,00","€42,90",0,"€0,00"
WHISKEY OLD RESERVE,Finlaggan,"€23,00","€29,90",0,"€0,00"
WHISKEY ONE ST,Jura 12y,"€33,00","€42,90",0,"€0,00"
WHISKEY PERNOD,Strathisla Restage,"€22,00","€28,60",0,"€0,00"
WHISKEY PREMIER,Mortlach,"€178,00","€231,40",0,"€0,00"
WHISKEY RARE DIAGEO,Convalmore,"€365,00","€474,50",0,"€0,00"
WHISKEY ROSSI&ROSSI,Bowmore '01 Sherry,"€27,00","€35,10",0,"€0,00"
WHISKEY ROSSI&ROSSI,Bowmore 15y,"€35,00","€45,50",0,"€0,00"
WHISKEY ROSSI&ROSSI,Caol Ila '00 Limit.Ed.,"€25,00","€32,50",0,"€0,00"
WHISKEY ROSSI&ROSSI,Clynelish 1997-13,"€28,00","€36,40",0,"€0,00"
WHISKEY RUM CASK,Tullamore,"€18,00","€23,40",0,"€0,00"
WHISKEY RYE,Knob Creek,"€28,50","€37,05",0,"€0,00"
WHISKEY RYE BOURBON,Bulleit,"€19,00","€24,70",0,"€0,00"
WHISKEY SARZI,Caol Ila 25y,"€101,50","€131,95",0,"€0,00"
WHISKEY SARZI,Port Ellen 27y,"€190,00","€247,00",0,"€0,00"
WHISKEY SAUTERNES NECTAR,Glenmorangie,"€62,00","€80,60",3,"€186,00"
WHISKEY SIGNATORI VELIER,Mortlach,"€44,00","€57,20",0,"€0,00"
WHISKEY SIGNATORY,Caol Ila '99,"€31,00","€40,30",0,"€0,00"
WHISKEY SILVER SEAL,Glenury,"€129,00","€167,70",0,"€0,00"
WHISKEY SINGLE BARREL,Balvenie 12y,"€52,00","€67,60",0,"€0,00"
WHISKEY SPECIAL REL.2021,Oban,"€75,00","€97,50",0,"€0,00"
WHISKEY SR 2022,Clynelish,"€120,00","€156,00",0,"€0,00"
WHISKEY SR OP ROSSI,Port Ellen 30y,"€205,00","€266,50",0,"€0,00"
WHISKEY STIÙIREADAIR,Bunnahabhain,"€35,00","€45,50",0,"€0,00"
WHISKEY TOITEACH TORBATO NAS,Bunnahabhain,"€39,00","€50,70",0,"€0,00"
WHISKEY VELIER SIGNATORY 2008,Clynelish,"€36,00","€46,80",0,"€0,00"
WHISKEY VINO&DESIGNER,Bowmore 2002,"€34,50","€44,85",0,"€0,00"
WHISKEY VINO&DESIGNER,Port Ellen 1982,"€195,50","€254,15",0,"€0,00"
WHISKEY VINO&DESIGNER,Port Ellen 1983,"€187,50","€243,75",0,"€0,00"
WHISKEY WILSON &MORGAN,Caol Ila '90,"€32,00","€41,60",0,"€0,00"
WHISKEY WILSON &MORGAN,Caol Ila '94,"€34,50","€44,85",0,"€0,00"
WHISKY,Akashi,"€24,00","€31,20",0,"€0,00"
WHISKY,Ardmore 2011,"€23,00","€29,90",0,"€0,00"
WHISKY,Bowmore Ancchethas,"€20,50","€26,65",0,"€0,00"
WHISKY,Bruichladdich 10y,"€21,85","€28,41",0,"€0,00"
WHISKY,Bruichladdich 15y,"€53,44","€69,47",0,"€0,00"
WHISKY,Glenmorangie 18,"€57,00","€74,10",0,"€0,00"
WHISKY,Highland Park 12y,"€21,00","€27,30",0,"€0,00"
WHISKY,Lagavulin 12y Sr2021,"€69,80","€90,74",0,"€0,00"
WHISKY,Macallan 12,"€24,00","€31,20",0,"€0,00"
WHISKY,Port Askaig 8y,"€29,82","€38,77",0,"€0,00"
WHISKY,Port Askaig Full,"€36,64","€47,63",0,"€0,00"
WHISKY,Signal Hill,"€29,00","€37,70",0,"€0,00"
WHISKY 100 PROOF,Springbank,"€40,00","€52,00",1,"€40,00"
WHISKY 10y,Glenfarclas,"€30,00","€39,00",0,"€0,00"
WHISKY 10y,Hazelburn,"€48,00","€62,40",1,"€48,00"
WHISKY 10y,Springbank,"€48,00","€62,40",3,"€144,00"
WHISKY 10y AMONTILLADO,Springbank,"€80,00","€104,00",1,"€80,00"
WHISKY 10y FINO,Springbank,"€80,00","€104,00",1,"€80,00"
WHISKY 12 SWEET TOAST OF AMERICAN,Balvenie 12y,"€48,00","€62,40",0,"€0,00"
WHISKY 12y,Aberlour,"€23,00","€29,90",0,"€0,00"
WHISKY 12y,Aberfeldy,"€28,00","€36,40",0,"€0,00"
WHISKY 12y,Glenallachie,"€36,75","€47,78",0,"€0,00"
WHISKY 12y,Macallan,"€56,00","€72,80",0,"€0,00"
WHISKY 12y CASK STRENGTH,Springbank,"€51,00","€66,30",1,"€51,00"
WHISKY 12y.O. SHERRY CASK,Macallan,"€60,00","€78,00",5,"€300,00"
WHISKY 14y,Aberlour,"€34,00","€44,20",0,"€0,00"
WHISKY 15y,Glenallachie,"€73,70","€95,81",0,"€0,00"
WHISKY 15y,Glenlivet,"€31,50","€40,95",0,"€0,00"
WHISKY 15y,Macallan,"€88,90","€115,57",0,"€0,00"
WHISKY 16y,Aberlour,"€50,00","€65,00",0,"€0,00"
WHISKY 16y,Aberfeldy,"€48,50","€63,05",0,"€0,00"
WHISKY 18y,Aberlour,"€37,00","€48,10",0,"€0,00"
WHISKY 18y,Caol Ila,"€67,00","€87,10",0,"€0,00"
WHISKY 18y,Macallan,"€223,50","€290,55",0,"€0,00"
WHISKY 18y,Springbank,"€106,00","€137,80",1,"€106,00"
WHISKY 19y,Ardbeg,"€135,00","€175,50",4,"€540,00"
WHISKY 25y,Ardbeg,"€455,00","€591,50",0,"€0,00"
WHISKY 25y,Springbank,"€499,00","€648,70",1,"€499,00"
WHISKY 30y,Springbank,"€850,00","€1.105,00",0,"€0,00"
WHISKY A'BUNADH,Aberlour,"€32,55","€42,32",0,"€0,00"
WHISKY AN-OA,Ardbeg,"€37,00","€48,10",0,"€0,00"
WHISKY BLENDED,Kensei,"€28,00","€36,40",0,"€0,00"
WHISKY BOURBON,Makers&Mark,"€20,00","€26,00",0,"€0,00"
WHISKY CADENHAD'S,Caol Ila '80,"€51,00","€66,30",0,"€0,00"
WHISKY CADENHAD'S,Highland Park '79,"€48,00","€62,40",0,"€0,00"
WHISKY CADENHAD'S,Macallan-Glenlivet 14y,"€49,80","€64,74",0,"€0,00"
WHISKY CADENHAD'S,Macallan-Glenlivet 15y,"€52,30","€67,99",0,"€0,00"
WHISKY CADENHAD'S,Macallan-Glenlivet '76,"€53,00","€68,90",0,"€0,00"
WHISKY CARDHU,Cardhu 12y,"€23,00","€29,90",0,"€0,00"
WHISKY CONCLAVE,Poli Jacopo,"€28,50","€37,05",0,"€0,00"
WHISKY COOPERS SHERRY WOOD,Caol Ila 1989/89,"€29,00","€37,70",0,"€0,00"
WHISKY CORRYVREKAN,Ardbeg,"€75,00","€97,50",6,"€450,00"
WHISKY DOUBLE MATURATED,Talisker,"€42,00","€54,60",0,"€0,00"
WHISKY DOUBLE WOOD,Balvenie 12y,"€38,00","€49,40",0,"€0,00"
WHISKY GALORE,Bowmore 1987,"€23,75","€30,88",0,"€0,00"
WHISKY GALORE,Caol Ila 1992,"€24,80","€32,24",0,"€0,00"
WHISKY LAGAVULIN 16y,Lagavulin,"€53,50","€69,55",0,"€0,00"
WHISKY LAGAVULIN 21y,Lagavulin,"€122,71","€159,52",0,"€0,00"
WHISKY LEGACY,Tomatin,"€24,00","€31,20",0,"€0,00"
WHISKY PERNOD,Glenlivet 25y,"€132,00","€171,60",0,"€0,00"
WHISKY PURE MALT,Togouchi,"€35,97","€46,76",0,"€0,00"
WHISKY SEGRETARIO DI STATO,Poli Jacopo,"€28,00","€36,40",0,"€0,00"
WHISKY SHERRY CASK 10y,Laphroaig,"€43,00","€55,90",0,"€0,00"
WHISKY SIGNATORY,Caol Ila 2010,"€45,00","€58,50",0,"€0,00"
WHISKY SIGNATORY,Glenlivet 1996,"€47,00","€61,10",0,"€0,00"
WHISKY SIGNATORY,Macallan '90,"€34,00","€44,20",0,"€0,00"
WHISKY SIGNATORY,Port Ellen '79,"€51,30","€66,69",0,"€0,00"
WHISKY SINGLE BARREL,Balvenie 15y,"€65,00","€84,50",0,"€0,00"
WHISKY SINGLE MALT,Sakurao,"€50,00","€65,00",0,"€0,00"
WHISKY SINGLE MALT PEATED,Mr Peat,"€30,00","€39,00",0,"€0,00"
WHISKY SMOKED,Famous Grouse,"€15,00","€19,50",0,"€0,00"
WHISKY TALISKER 8y SR2021,Talisker,"€55,00","€71,50",0,"€0,00"
WHISKY TEN,Ardbeg,"€35,00","€45,50",6,"€210,00"
WHISKY UIGEADAIL,Ardbeg,"€59,00","€76,70",6,"€354,00"
WHISKY VELIER 10y,Glenturret,"€21,00","€27,30",0,"€0,00"
WHISKY WEE BEASTIE 5y,Ardbeg,"€30,00","€39,00",12,"€360,00"
WHISKY WILDER,Talisker,"€57,00","€74,10",0,"€0,00"
WHISKY WILSON & MORGAN,Caol Ila 24y,"€65,00","€84,50",0,"€0,00"
WHITE PORT,Barros,"€11,00","€14,30",6,"€66,00"
WILD ORGANIC GIN,Secret Garden,"€27,00","€35,10",0,"€0,00"
WISHEY JAPANESE,The Tottori Blended,"€18,50","€24,05",0,"€0,00"
XO 20 ANNIV,Plantation,"€33,00","€42,90",0,"€0,00"
YAMAZAKI,Suntory,"€61,00","€79,30",0,"€0,00"
YELLOW SPOT,Mitchell & Son,"€29,00","€37,70",0,"€0,00"
YELLOW SPOT,Spot Range,"€53,00","€68,90",0,"€0,00"
YOECHI 10y,Nikka,"€46,50","€60,45",0,"€0,00"
YOICHI NO AGE SINGLE MALT,Nikka,"€54,00","€70,20",0,"€0,00"
YUZU SAKE,Yoigokochi,"€24,50","€31,85",0,"€0,00"
ZABAIONE,Simonetta,"€10,50","€13,65",0,"€0,00"
,Castared,"€95,00","€123,50",0,"€0,00"
,Raasay,"€0,00","€0,00",0,"€0,00"
BAS ARMAGNAC 15y,Sagna,"€41,00","€53,30",0,"€0,00"
ARMAGNAC 2005,Sagna,"€34,00","€44,20",0,"€0,00"
RIESLING PRINCES ABBES,Sagna,"€10,00","€13,00",0,"€0,00"
RIESLING GR.CRU SAERING,Sagna,"€15,00","€19,50",0,"€0,00"
CHABLIS S.PIERRE,Sagna,"€13,00","€16,90",0,"€0,00"
CHABLIS GRAND CRU,Sagna,"€29,00","€37,70",0,"€0,00"
MONPLASIR MEDEVILLE,Sagna,"€10,00","€13,00",0,"€0,00"
CHATEAU RESPIDE MEDEVILLE,Sagna,"€13,00","€16,90",0,"€0,00"
